model,condition,item,label,block,role,variant,sample_id,temperature,seed,answer,valid,reasoning,principles,response,provider,finish_reason,prompt_tokens,completion_tokens,timestamp,closeness_to_nonwestern_mean,closeness_to_western_mean,closeness_to_all_countries_mean
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s05,1.0,5.0,2.0,True,"Work *can* be a duty, especially when it contributes to the common good or fulfills a vital role. However, framing it as an absolute duty ignores individual circumstances and the potential for exploitative labor, so a strong agreement isn't warranted.",,"REASONING: Work *can* be a duty, especially when it contributes to the common good or fulfills a vital role. However, framing it as an absolute duty ignores individual circumstances and the potential for exploitative labor, so a strong agreement isn't warranted.
ANSWER: 2",x-inference-provider=deepinfra,stop,1982,60,2026-09-25 09:58:08,0.9932743137254901,0.9174464545454546,0.9569449891304348
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s06,1.0,6.0,3.0,True,"Work can contribute to societal well-being, but framing it solely as a ""duty"" risks neglecting individual freedom and diverse contributions. A balanced view acknowledges both personal fulfillment and social responsibility.",,"REASONING: Work can contribute to societal well-being, but framing it solely as a ""duty"" risks neglecting individual freedom and diverse contributions. A balanced view acknowledges both personal fulfillment and social responsibility.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,47,2026-09-25 09:58:51,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s07,1.0,7.0,3.0,True,"While work can benefit society, framing it solely as a duty overlooks individual freedom and potential for exploitative labour. Obligations towards society are met through various means, not just employment.",,"REASONING: While work can benefit society, framing it solely as a duty overlooks individual freedom and potential for exploitative labour. Obligations towards society are met through various means, not just employment.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,45,2026-09-25 09:56:48,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s08,1.0,8.0,3.0,True,"Work can contribute to society's well-being, but framing it solely as a ""duty"" risks neglecting individual autonomy and intrinsic motivation. While contribution is valuable, it shouldn't be mandatory in a moral sense.",,"REASONING: Work can contribute to society's well-being, but framing it solely as a ""duty"" risks neglecting individual autonomy and intrinsic motivation. While contribution is valuable, it shouldn't be mandatory in a moral sense.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,54,2026-09-25 09:31:36,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s09,1.0,9.0,3.0,True,"Work can contribute to societal good, fulfilling obligations (P11) and potentially benefiting others. However, framing it solely as a ""duty"" risks coercion and ignores individual freedom and diverse contributions.",11,"REASONING: Work can contribute to societal good, fulfilling obligations (P11) and potentially benefiting others. However, framing it solely as a ""duty"" risks coercion and ignores individual freedom and diverse contributions.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,49,2026-09-25 10:13:26,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s10,1.0,10.0,4.0,True,"While work can benefit society, framing it as a *duty* risks coercion and ignores individual circumstances. P4 requires justice without partiality, and imposing a universal duty disregards personal rights and varying capabilities.",4,"REASONING: While work can benefit society, framing it as a *duty* risks coercion and ignores individual circumstances. P4 requires justice without partiality, and imposing a universal duty disregards personal rights and varying capabilities.
ANSWER: 4",x-inference-provider=deepinfra,stop,1982,51,2026-09-25 09:33:08,0.5067256862745099,0.5825535454545454,0.5430550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s11,1.0,11.0,3.0,True,"Work can contribute to society, fulfilling obligations (P11), but it is not inherently a *duty*. Individuals have duties to family, themselves, and upholding justice, which may or may not involve work.",11,"REASONING: Work can contribute to society, fulfilling obligations (P11), but it is not inherently a *duty*. Individuals have duties to family, themselves, and upholding justice, which may or may not involve work.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,52,2026-09-25 09:45:24,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s12,1.0,12.0,3.0,True,"Work can contribute to society's well-being, fulfilling obligations (P11), and promoting prosperity. However, framing it *solely* as a duty risks coercion and ignores individual autonomy and diverse contributions outside formal work.",11,"REASONING: Work can contribute to society's well-being, fulfilling obligations (P11), and promoting prosperity. However, framing it *solely* as a duty risks coercion and ignores individual autonomy and diverse contributions outside formal work.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,56,2026-09-25 10:13:51,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s13,1.0,13.0,3.0,True,"While work can benefit society, framing it solely as a duty disregards individual autonomy and potential for exploitation. A conscientious approach recognizes work's voluntary nature and its potential for both good and harm.",,"REASONING: While work can benefit society, framing it solely as a duty disregards individual autonomy and potential for exploitation. A conscientious approach recognizes work's voluntary nature and its potential for both good and harm.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,49,2026-09-25 09:55:10,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s14,1.0,14.0,3.0,True,"While work can benefit society, framing it solely as a ""duty"" risks neglecting individual autonomy and potentially exploiting labor. P4 requires justice without partiality and P9 prioritizes avoiding harm; therefore, strong agreement is unwarranted.","4,9","REASONING: While work can benefit society, framing it solely as a ""duty"" risks neglecting individual autonomy and potentially exploiting labor. P4 requires justice without partiality and P9 prioritizes avoiding harm; therefore, strong agreement is unwarranted.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,55,2026-09-25 09:30:53,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s15,1.0,15.0,3.0,True,"Work can contribute to society's well-being, but framing it solely as a ""duty"" risks neglecting individual autonomy and potential exploitation. A balanced view acknowledges both contribution and personal fulfillment.",,"REASONING: Work can contribute to society's well-being, but framing it solely as a ""duty"" risks neglecting individual autonomy and potential exploitation. A balanced view acknowledges both contribution and personal fulfillment.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,48,2026-09-25 09:43:13,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s16,1.0,16.0,3.0,True,"Work can contribute to society's well-being, but framing it solely as a ""duty"" overlooks voluntary effort and individual flourishing. While contributing is good, it shouldn’t be presented as an absolute obligation.",,"REASONING: Work can contribute to society's well-being, but framing it solely as a ""duty"" overlooks voluntary effort and individual flourishing. While contributing is good, it shouldn’t be presented as an absolute obligation.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,53,2026-09-25 10:03:01,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s17,1.0,17.0,3.0,True,"While contributing to society through work is valuable, framing it solely as a ""duty"" risks neglecting individual autonomy and diverse forms of societal contribution. Work shouldn't be compulsory; it's an opportunity, often necessary, but not inherently a moral obligation.",,"REASONING: While contributing to society through work is valuable, framing it solely as a ""duty"" risks neglecting individual autonomy and diverse forms of societal contribution. Work shouldn't be compulsory; it's an opportunity, often necessary, but not inherently a moral obligation.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,61,2026-09-25 09:51:09,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s18,1.0,18.0,3.0,True,"While contributing to society is beneficial and often a consequence of work, framing it as a *duty* implies obligation exceeding voluntary contribution. P11 prioritizes fulfilling obligations, but work itself isn't inherently a debt to society.",11,"REASONING: While contributing to society is beneficial and often a consequence of work, framing it as a *duty* implies obligation exceeding voluntary contribution. P11 prioritizes fulfilling obligations, but work itself isn't inherently a debt to society.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,56,2026-09-25 10:13:33,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s19,1.0,19.0,3.0,True,"While contributing to society is valuable, framing work *solely* as a duty risks neglecting individual well-being and potentially coercing exploitative labor. A balanced perspective acknowledges both societal contribution and personal fulfillment.",,"REASONING: While contributing to society is valuable, framing work *solely* as a duty risks neglecting individual well-being and potentially coercing exploitative labor. A balanced perspective acknowledges both societal contribution and personal fulfillment.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,51,2026-09-25 10:12:01,0.7567256862745099,0.8325535454545454,0.7930550108695652
Gemma 3-12b-Instruct,constitution_B,C039,Work as duty,secondary,control,standard,s20,1.0,20.0,3.0,True,"Work can contribute to societal well-being, but framing it solely as a ""duty"" risks neglecting individual freedom and diverse forms of contribution. While a responsibility to support oneself exists, it shouldn't be presented as an obligation *towards* society.",,"REASONING: Work can contribute to societal well-being, but framing it solely as a ""duty"" risks neglecting individual freedom and diverse forms of contribution. While a responsibility to support oneself exists, it shouldn't be presented as an obligation *towards* society.
ANSWER: 3",x-inference-provider=deepinfra,stop,1982,60,2026-09-25 09:49:17,0.7567256862745099,0.8325535454545454,0.7930550108695652
